,player_record_idx,gmKey,pcode,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgt,fgtA,fo,foul,ft,ftA,gd,idf,inout,inout1,offr,playMin,playSec,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,startFlag,tcode,rb,score,trueShooting,astRatio,rebRatio,gmRb,gameDate
11883,51279,S31G01N22,250067,3,0,1,0,0,0,0,1,1,1,2,1,2,2,2,0,0,3,2,1,24,25,1,1,2,0,0,0,1,0,1,1,0,60,2,4,0.694444,51.0204,258.84,79.0,20171024
11884,51280,S31G01N22,290248,0,1,5,0,0,0,0,5,11,5,11,3,3,1,4,0,0,2,2,7,26,56,5,10,10,2,0,0,0,1,3,0,1,60,12,11,0.431034,0.0,1407.92,79.0,20171024
11885,51294,S31G01N22,290395,3,4,10,3,3,0,0,12,19,12,25,7,3,3,6,0,0,3,3,3,37,9,8,11,16,1,0,0,6,3,3,0,1,70,13,27,0.488423,8.91795,1105.79,79.0,20171024
11886,51296,S31G01N22,290547,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,4,40,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0.0,100.0,677.143,79.0,20171024
11887,51298,S31G01N22,290763,0,0,1,0,0,0,0,2,3,3,4,0,0,0,0,0,0,4,3,0,12,13,1,1,2,0,0,1,1,0,0,0,0,70,1,7,0.875,0.0,258.663,79.0,20171024
11888,51288,S31G01N22,290855,4,0,12,0,0,0,0,8,21,10,26,5,3,0,0,0,0,1,1,4,38,31,8,18,16,0,0,2,5,4,0,3,1,60,16,22,0.423077,11.7647,1312.68,79.0,20171024
11889,51315,S31G01N23,215053,1,0,0,0,0,0,0,3,4,5,7,2,4,1,2,1,0,2,1,1,15,9,3,4,6,0,0,2,3,0,1,3,0,16,1,13,0.824873,11.2613,190.099,72.0,20171025
11890,51317,S31G01N23,290367,1,0,10,0,0,0,0,6,11,6,11,4,2,3,3,0,0,3,4,8,25,2,5,8,10,1,0,0,0,3,1,1,1,16,18,15,0.608766,6.12745,2070.84,72.0,20171025
11891,51310,S31G01N23,290491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,100.0,0.0,72.0,20171025
11892,51311,S31G01N23,290518,2,1,4,0,0,0,0,5,12,5,12,5,3,2,3,0,0,1,2,2,31,56,4,9,8,1,0,0,0,3,1,2,1,06,6,12,0.45045,10.917,541.127,72.0,20171025
11893,51322,S31G01N23,290738,4,0,0,0,0,0,0,0,3,1,9,2,2,1,2,1,0,1,1,0,26,24,0,1,0,1,0,1,6,1,0,2,1,16,0,4,0.202429,26.8817,0.0,72.0,20171025
11894,51312,S31G01N23,290765,4,0,5,0,0,0,0,3,6,4,10,4,1,1,1,0,0,2,1,1,33,29,2,3,4,2,0,1,4,2,0,1,0,06,6,10,0.478927,24.3309,516.078,72.0,20171025
11895,51342,S31G01N24,290380,5,0,1,0,0,0,0,3,6,3,7,0,2,0,0,0,0,2,3,0,26,15,2,2,4,1,0,0,1,3,1,1,1,65,1,6,0.428571,33.3333,115.81,76.0,20171025
11896,51333,S31G01N24,290440,1,0,3,0,0,0,0,3,6,4,8,1,2,2,2,0,0,2,2,0,17,50,2,4,4,2,0,1,2,1,2,0,0,35,3,11,0.619369,9.19118,511.402,76.0,20171025
11897,51335,S31G01N24,290524,1,2,7,2,2,0,0,11,17,11,17,7,2,2,2,0,0,0,1,5,34,45,11,16,22,0,0,0,0,1,1,1,1,35,12,24,0.671141,5.03018,1049.78,76.0,20171025
11898,51344,S31G01N24,290545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0.0,0.0,0.0,76.0,20171025
11899,51337,S31G01N24,290788,1,0,3,0,0,0,0,0,1,0,2,1,2,0,0,0,0,3,2,0,12,5,0,1,0,1,0,0,1,2,2,0,0,35,3,0,0.0,20.0,754.759,76.0,20171025
11900,51349,S31G01N24,291056,1,2,7,0,0,0,0,4,12,4,12,3,2,3,3,0,0,2,3,5,29,10,3,8,6,1,0,0,0,0,1,1,1,65,12,11,0.412913,6.98324,1250.74,76.0,20171025
11901,51351,S31G01N25,210074,5,0,2,0,0,0,0,2,3,4,9,3,2,0,0,0,0,1,1,0,35,31,1,2,2,0,0,2,6,2,0,2,1,10,2,10,0.555556,31.25,141.905,63.0,20171026
11902,51368,S31G01N25,290419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0.0,0.0,63.0,20171026
11903,51369,S31G01N25,290863,6,0,1,0,0,0,0,4,7,5,13,3,1,0,0,0,0,6,6,0,21,39,3,6,6,1,0,1,6,1,0,1,0,30,1,11,0.423077,30.0,116.397,63.0,20171026
11904,51361,S31G01N25,290978,1,0,2,0,0,0,0,7,14,10,21,5,0,2,2,0,0,5,5,6,24,29,6,10,12,3,0,3,7,3,0,0,0,10,8,25,0.571298,3.86399,823.417,63.0,20171026
11905,51372,S31G01N25,291055,7,3,9,1,2,0,0,10,15,10,15,4,3,5,7,0,0,4,4,2,35,45,10,15,20,0,0,0,0,2,3,0,1,30,11,25,0.691372,25.8493,775.385,63.0,20171026
11906,51377,S31G01N26,290261,10,1,10,2,2,0,0,11,20,11,21,3,3,2,4,0,0,3,3,4,32,1,8,13,16,0,0,0,1,3,1,2,1,55,14,24,0.527241,27.9642,1346.8,77.0,20171026
11907,51390,S31G01N26,290450,4,0,4,0,0,0,0,7,14,7,14,6,1,2,2,0,0,1,1,2,36,45,5,9,10,2,0,0,0,1,1,0,1,70,6,16,0.537634,20.1207,502.857,77.0,20171026
11908,51391,S31G01N26,290547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0.0,0.0,0.0,77.0,20171026
11909,51394,S31G01N26,290763,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,1,8,29,0,0,0,0,0,0,4,0,0,0,0,70,1,0,0.0,0.0,363.065,77.0,20171026
11910,51384,S31G01N26,290784,2,0,0,0,0,0,0,0,1,2,4,1,2,0,0,0,0,2,3,1,8,42,0,0,0,0,0,2,3,0,1,1,1,55,1,6,0.75,33.3333,354.023,77.0,20171026
11911,51411,S31G01N27,250067,1,0,1,0,0,0,0,0,1,2,5,0,2,0,0,0,0,2,3,1,18,12,0,1,0,0,0,2,4,0,1,1,1,60,2,6,0.6,16.6667,268.132,61.0,20171027
11912,51413,S31G01N27,290248,0,1,2,0,0,0,0,1,1,1,1,2,3,0,4,0,0,2,3,2,15,37,1,1,2,0,0,0,0,1,2,1,1,60,4,2,0.362319,0.0,624.973,61.0,20171027
11913,51405,S31G01N27,290440,0,0,1,0,0,0,0,2,4,2,6,1,1,0,0,0,0,4,4,0,18,34,2,4,4,0,0,0,2,0,1,0,0,35,1,4,0.333333,0.0,131.418,61.0,20171027
11914,51407,S31G01N27,290524,4,1,10,1,1,0,0,9,13,9,14,6,3,7,8,0,0,1,2,5,32,49,5,8,10,2,0,0,1,1,3,0,1,35,15,25,0.71347,17.762,1115.29,61.0,20171027
11915,51408,S31G01N27,290662,0,0,0,0,0,0,0,1,3,1,3,1,4,2,2,0,0,3,4,2,18,29,1,3,2,0,0,0,0,2,1,3,1,35,2,4,0.515464,0.0,264.022,61.0,20171027
11916,51419,S31G01N27,290855,2,0,4,0,0,0,0,6,15,9,19,4,1,4,4,0,0,1,2,0,27,56,5,11,10,1,0,3,4,4,0,1,1,60,4,25,0.602119,7.47384,349.403,61.0,20171027
11917,51428,S31G01N28,290483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,33,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,66.0,20171027
11918,51439,S31G01N28,290505,11,0,3,0,0,0,0,4,10,4,11,8,2,8,9,0,0,1,1,1,36,5,3,8,6,0,0,0,1,3,0,2,1,50,4,16,0.534759,37.9834,292.656,66.0,20171027
11919,51432,S31G01N28,290774,2,0,5,0,1,0,0,5,11,5,13,1,3,0,1,0,0,2,2,3,27,34,4,9,8,2,0,0,2,0,1,2,0,06,8,10,0.372024,12.9534,766.143,66.0,20171027
11920,51442,S31G01N28,290785,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,1,2,7,16,0,0,0,0,0,0,0,0,1,0,1,50,3,0,0.0,0.0,1089.91,66.0,20171027
11921,51445,S31G01N28,291053,1,0,5,0,0,0,0,6,13,6,13,2,3,2,4,0,0,2,2,2,36,12,3,5,6,0,0,0,0,0,3,0,1,50,7,14,0.474255,6.34518,510.497,66.0,20171027
11922,51462,S31G01N29,290395,1,0,6,4,4,1,0,13,14,14,17,7,4,4,11,0,0,3,3,4,35,46,12,13,24,0,0,1,3,1,2,2,1,70,10,33,0.755494,4.19463,637.465,57.0,20171028
11923,51452,S31G01N29,290419,1,0,1,0,0,0,0,1,2,2,6,2,4,0,0,0,0,5,5,0,18,36,0,0,0,2,0,1,4,0,2,2,0,30,1,5,0.416667,14.2857,122.581,57.0,20171028
11924,51465,S31G01N29,290547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,0,70,0,0,0.0,0.0,0.0,57.0,20171028
11925,51469,S31G01N29,290794,8,0,1,0,0,0,0,0,0,2,4,4,1,2,2,0,0,2,2,0,34,55,0,0,0,0,0,2,4,2,0,1,1,70,1,8,0.819672,53.7634,65.2983,57.0,20171028
11926,51456,S31G01N29,291055,8,0,5,3,4,0,0,14,20,14,21,3,3,2,4,0,0,4,4,2,34,38,14,20,28,2,0,0,1,3,3,0,1,30,7,30,0.659051,23.6967,460.828,57.0,20171028
11927,51458,S31G01N29,650023,0,0,1,0,0,0,0,1,1,3,3,1,1,0,0,1,0,3,2,0,14,18,1,1,2,1,0,2,2,0,0,1,0,30,1,8,1.33333,0.0,159.441,57.0,20171028
11928,51471,S31G01N30,210074,4,0,0,0,0,0,0,1,2,4,7,2,2,1,1,0,0,1,2,0,35,1,1,1,2,1,0,3,5,1,0,2,1,10,0,12,0.806452,32.1543,0.0,69.0,20171028
11929,51486,S31G01N30,290380,9,0,2,0,0,0,0,5,7,5,8,0,0,0,0,0,0,2,2,0,34,38,5,7,10,4,0,0,1,2,0,0,1,65,2,10,0.625,47.3684,159.384,69.0,20171028
11930,51488,S31G01N30,290545,1,0,1,0,0,0,0,0,0,1,3,1,5,2,2,0,0,1,1,1,18,33,0,0,0,0,0,1,3,1,1,4,0,65,2,5,0.64433,17.0068,297.574,69.0,20171028
11931,51479,S31G01N30,290740,0,0,2,0,0,0,0,0,3,1,6,1,0,2,2,0,0,3,3,0,21,1,0,1,0,1,0,1,3,2,0,0,1,10,2,5,0.363372,0.0,262.649,69.0,20171028
11932,51491,S31G01N30,290904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0.0,0.0,0.0,69.0,20171028
11933,51481,S31G01N30,290978,2,3,5,0,0,0,0,5,10,6,14,5,1,4,6,0,0,2,1,1,27,19,1,5,2,4,0,1,4,5,1,0,0,10,6,17,0.510817,8.46024,606.223,69.0,20171028
11934,51495,S31G01N31,215053,1,0,2,0,0,0,0,1,1,1,2,1,4,0,0,0,0,1,1,0,11,29,1,1,2,0,0,0,1,0,1,3,0,16,2,2,0.5,33.3333,606.096,87.0,20171028
11935,51508,S31G01N31,290234,1,0,2,0,0,0,0,1,2,2,3,0,1,0,0,0,0,1,0,0,12,47,0,1,0,0,0,1,1,0,0,1,0,55,2,5,0.833333,25.0,544.459,87.0,20171028
11936,51509,S31G01N31,290261,4,0,7,0,0,0,0,7,12,8,13,11,2,11,13,0,0,1,2,2,26,38,2,5,4,0,0,1,1,3,1,1,1,55,9,28,0.747863,15.5521,1175.97,87.0,20171028
11937,51497,S31G01N31,290367,0,0,4,1,1,1,0,5,12,5,12,1,3,1,2,0,0,1,2,6,24,22,5,11,10,2,1,0,0,2,2,1,1,16,10,11,0.427019,0.0,1428.18,87.0,20171028
11938,51503,S31G01N31,290777,0,0,0,0,0,1,0,1,1,1,3,0,1,0,0,0,0,1,1,1,13,41,1,1,2,0,0,0,2,1,1,0,1,16,1,2,0.333333,0.0,254.324,87.0,20171028
11939,51516,S31G01N31,290784,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,38,0,0,0,0,0,0,0,0,0,1,1,55,0,0,0.0,100.0,0.0,87.0,20171028
11940,51521,S31G01N32,290243,1,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,2,0,3,49,0,0,0,0,0,0,1,0,0,1,0,50,1,0,0.0,33.3333,723.144,69.0,20171029
11941,51534,S31G01N32,290380,4,0,5,0,0,0,0,1,4,1,5,0,0,0,0,0,0,3,3,4,18,12,1,3,2,0,0,0,1,1,0,0,0,65,9,2,0.2,40.0,1364.84,69.0,20171029
11942,51523,S31G01N32,290505,5,0,1,0,0,0,0,3,6,4,8,6,5,4,4,1,0,2,3,1,25,31,2,4,4,0,0,1,2,3,0,5,1,50,2,13,0.665984,28.1532,216.329,69.0,20171029
11943,51536,S31G01N32,290545,1,0,2,0,0,0,0,0,2,2,6,1,2,2,2,0,0,1,2,3,21,35,0,2,0,1,0,2,4,0,0,2,1,65,5,8,0.581395,12.6904,639.382,69.0,20171029
11944,51529,S31G01N32,291053,1,0,2,0,0,0,0,0,7,0,7,5,3,6,8,0,0,2,3,3,22,3,0,5,0,3,0,0,0,0,2,1,1,50,5,6,0.285171,8.68056,625.85,69.0,20171029
11945,51542,S31G01N32,291107,3,4,6,2,2,0,0,4,10,4,11,4,5,4,4,0,0,2,2,1,23,24,3,6,6,0,0,0,1,2,4,1,0,65,7,12,0.470219,16.8919,825.641,69.0,20171029
11946,51549,S31G01N33,290491,0,0,2,0,0,0,0,1,1,1,1,1,1,0,2,0,0,3,2,1,8,35,1,1,2,0,0,0,0,0,0,1,0,06,3,2,0.531915,0.0,992.621,71.0,20171029
11947,51563,S31G01N33,290524,5,0,13,0,0,0,0,7,12,7,12,2,2,0,0,0,0,1,2,1,31,30,5,7,10,0,0,0,0,1,2,0,1,35,14,14,0.583333,27.7778,1262.22,71.0,20171029
11948,51552,S31G01N33,290774,2,0,2,1,1,1,0,4,9,5,10,2,5,0,2,0,0,3,3,0,19,5,4,8,8,2,1,1,1,1,2,3,0,06,2,11,0.505515,14.4092,297.642,71.0,20171029
11949,51565,S31G01N33,290788,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,8,46,0,0,0,0,0,1,2,1,0,0,0,35,1,3,0.75,25.0,323.954,71.0,20171029
11950,51579,S31G01N34,250067,4,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,1,0,0,14,41,1,3,2,0,0,0,0,1,0,0,0,60,0,2,0.333333,50.0,0.0,64.0,20171029
11951,51568,S31G01N34,290234,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,3,2,0,12,5,0,0,0,0,0,1,3,1,1,0,0,55,0,3,0.5,0.0,0.0,64.0,20171029
11952,51580,S31G01N34,290248,2,0,3,0,0,0,0,4,6,4,6,3,1,0,3,0,0,3,4,3,22,8,4,6,8,0,0,0,0,0,0,1,1,60,6,8,0.546448,21.4592,693.976,64.0,20171029
11953,51569,S31G01N34,290261,7,2,13,1,1,0,0,5,13,6,15,7,3,7,7,0,0,1,2,3,33,34,4,8,8,1,0,1,2,3,2,1,1,55,16,20,0.553097,24.9288,1220.26,64.0,20171029
11954,51576,S31G01N34,290784,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,26,0,1,0,0,0,0,0,0,0,0,0,55,1,0,0.0,0.0,1786.05,64.0,20171029
11955,51588,S31G01N34,290855,1,0,1,0,0,0,0,10,16,11,19,1,3,2,2,0,0,1,2,0,28,1,9,15,18,1,0,1,3,2,1,2,1,60,1,25,0.628773,4.37063,91.3742,64.0,20171029
11956,51591,S31G01N35,210074,9,0,3,0,0,0,0,5,9,10,15,0,1,0,0,0,0,2,3,0,34,54,3,5,6,2,0,5,6,1,0,1,1,10,3,25,0.833333,36.0,223.496,65.0,20171031
11957,51603,S31G01N35,215053,0,1,2,0,0,0,0,1,2,1,3,1,1,0,0,0,0,1,0,0,16,15,1,2,2,0,0,0,1,1,0,1,0,16,2,2,0.333333,0.0,320.0,65.0,20171031
11958,51605,S31G01N35,290367,2,0,7,1,1,0,0,6,13,6,13,6,1,4,7,0,0,1,2,5,26,41,6,13,12,1,0,0,0,5,0,1,1,16,12,16,0.497512,8.66551,1169.27,65.0,20171031
11959,51611,S31G01N35,290777,0,0,1,0,0,0,0,1,1,2,4,0,0,0,0,0,0,1,2,0,12,32,0,0,0,0,0,1,3,0,0,0,1,16,1,5,0.625,0.0,207.447,65.0,20171031
11960,51601,S31G01N35,290978,3,0,1,1,1,0,0,3,7,3,9,2,3,0,0,1,0,2,2,3,21,45,3,4,6,0,0,0,2,1,2,1,0,10,4,6,0.333333,23.0769,478.161,65.0,20171031
11961,51630,S31G01N36,290380,3,0,3,0,0,0,0,6,10,6,10,1,1,1,2,0,0,1,1,0,30,0,5,8,10,3,0,0,0,2,0,1,1,65,3,13,0.597426,18.8917,256.0,64.0,20171031
11962,51620,S31G01N36,290483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,64.0,20171031
11963,51631,S31G01N36,290488,2,0,0,0,0,0,0,1,3,3,6,2,0,0,3,0,0,1,1,2,30,22,1,1,2,0,0,2,3,1,0,0,1,65,2,8,0.546448,19.3798,168.606,64.0,20171031
11964,51622,S31G01N36,290518,3,0,3,1,1,0,0,6,9,7,10,2,3,3,3,0,0,1,2,3,26,26,3,4,6,0,0,1,1,1,2,1,1,06,6,18,0.795053,19.5822,581.084,64.0,20171031
11965,51623,S31G01N36,290765,4,0,3,0,0,0,0,0,2,0,4,2,1,0,0,0,0,2,2,1,22,11,0,2,0,0,0,0,2,2,1,0,1,06,4,0,0.0,40.0,461.608,64.0,20171031
11966,51638,S31G01N36,291107,5,1,5,0,0,0,0,7,13,7,13,5,4,4,4,0,0,2,2,3,25,8,7,12,14,2,0,0,0,2,3,1,1,65,8,18,0.609756,22.9779,814.854,64.0,20171031
11967,51640,S31G01N37,290108,8,0,4,0,0,0,0,1,4,3,9,2,2,0,0,0,0,1,2,1,29,26,1,3,2,2,0,2,5,1,0,2,1,35,5,8,0.444444,44.4444,523.216,77.0,20171101
11968,51652,S31G01N37,290234,5,0,0,0,0,0,0,0,1,1,2,3,3,1,2,0,0,2,1,1,24,25,0,0,0,2,0,1,1,0,1,2,0,55,1,4,0.694444,63.4518,126.143,77.0,20171101
11969,51653,S31G01N37,290261,3,0,7,0,0,0,0,3,12,4,14,5,2,0,2,0,0,1,2,2,25,13,2,8,4,0,0,1,2,2,1,1,1,55,9,9,0.302419,15.0905,1099.27,77.0,20171101
11970,51647,S31G01N37,290524,3,1,13,0,0,0,0,9,12,9,12,4,2,5,6,0,0,1,2,3,34,1,6,7,12,0,0,0,0,3,2,0,1,35,16,23,0.785519,14.5349,1448.7,77.0,20171101
11971,51660,S31G01N37,290784,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,5,13,0,0,0,0,0,0,1,0,1,1,1,55,0,0,0.0,50.0,0.0,77.0,20171101
11972,51649,S31G01N37,290788,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,9,0,1,0,0,0,0,0,2,0,0,0,35,1,0,0.0,25.0,742.169,77.0,20171101
11973,51675,S31G01N38,250067,1,0,0,0,0,0,0,0,1,0,1,3,1,2,2,1,0,3,3,1,13,14,0,1,0,0,0,0,0,0,0,1,0,60,1,2,0.531915,34.7222,199.496,66.0,20171101
11974,51677,S31G01N38,290248,2,0,7,0,0,0,0,0,3,0,3,2,2,2,4,0,0,3,3,1,11,27,0,3,0,0,0,0,0,1,1,1,0,60,8,2,0.210084,25.7732,1844.54,66.0,20171101
11975,51668,S31G01N38,290419,1,0,5,0,0,0,0,1,1,1,2,4,5,2,2,0,0,3,3,0,18,56,1,1,2,1,0,0,1,0,0,5,0,30,5,4,0.694444,25.7732,697.183,66.0,20171101
11976,51684,S31G01N38,290855,5,0,3,0,1,0,0,7,12,7,16,3,0,3,4,0,0,1,1,2,28,10,7,12,14,0,0,0,4,2,0,0,0,60,5,17,0.478604,20.1939,468.639,66.0,20171101
11977,51672,S31G01N38,291055,5,2,5,0,0,0,0,11,15,11,16,5,2,4,4,1,0,4,4,2,34,0,11,15,22,1,0,0,1,3,2,0,1,30,7,26,0.731982,19.4099,543.529,66.0,20171101
11978,51674,S31G01N38,650023,0,0,2,0,0,0,0,0,1,2,4,0,2,0,0,0,0,2,1,0,12,8,0,1,0,0,0,2,3,1,2,0,0,30,2,6,0.75,0.0,435.165,66.0,20171101
11979,51687,S31G01N39,215053,2,1,0,0,0,0,0,1,3,1,4,1,0,0,0,0,0,3,2,1,12,4,1,3,2,0,0,0,1,0,0,0,0,16,1,2,0.25,33.3333,278.453,84.0,20171102
11980,51701,S31G01N39,290243,1,0,0,0,0,0,0,2,4,2,4,0,0,0,0,0,0,1,1,1,4,47,1,2,2,0,0,0,0,0,0,0,0,50,1,4,0.5,20.0,702.439,84.0,20171102
11981,51689,S31G01N39,290367,0,0,4,0,0,0,0,9,14,9,14,4,2,3,8,0,0,2,3,5,27,29,7,12,14,1,0,0,0,1,1,1,1,16,9,21,0.599315,0.0,1100.3,84.0,20171102
11982,51704,S31G01N39,290505,6,0,4,0,0,0,0,5,14,6,17,6,3,5,8,0,0,1,1,0,36,41,4,10,8,2,0,1,3,3,1,2,1,50,4,18,0.438596,20.3252,366.379,84.0,20171102
11983,51693,S31G01N39,290507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,84.0,20171102
11984,51709,S31G01N39,291053,4,1,9,0,0,0,0,7,12,7,12,3,5,1,1,0,0,1,2,4,35,36,3,6,6,0,0,0,0,1,5,0,1,50,13,15,0.602894,22.9358,1226.97,84.0,20171102
11985,51726,S31G01N40,290395,3,3,4,2,2,0,0,10,13,12,16,5,3,6,6,0,0,1,2,2,36,46,10,12,20,1,0,2,3,1,3,0,1,70,6,32,0.858369,13.2509,515.685,79.0,20171102
11986,51716,S31G01N40,290483,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,7,13,0,1,0,1,0,0,1,0,0,1,0,06,1,0,0.0,33.3333,437.875,79.0,20171102
11987,51718,S31G01N40,290518,1,0,5,0,0,0,0,3,12,3,12,1,4,0,0,0,0,3,4,2,19,17,2,9,4,2,0,0,0,1,4,0,1,06,7,6,0.25,7.14286,1147.1,79.0,20171102
11988,51732,S31G01N40,290794,5,0,4,0,0,0,0,2,3,4,6,2,2,0,0,0,0,3,4,1,26,9,2,2,4,0,0,2,3,1,0,2,1,70,5,10,0.833333,41.6667,604.206,79.0,20171102
11989,51721,S31G01N40,291008,5,0,0,0,0,0,0,7,12,8,14,2,2,0,1,0,0,2,1,0,26,11,6,9,12,3,0,1,2,2,0,2,0,06,0,17,0.588643,23.3209,0.0,79.0,20171102
11990,51735,S31G01N41,210074,4,0,4,0,0,0,0,6,8,6,11,1,0,0,1,0,0,1,1,0,35,33,4,6,8,0,0,0,3,0,0,0,1,10,4,12,0.524476,25.9067,315.049,70.0,20171103
11991,51748,S31G01N41,290108,3,0,2,0,0,0,0,0,5,2,11,4,2,3,4,0,0,1,1,1,37,41,0,2,0,1,0,2,6,1,1,1,1,35,3,9,0.352665,17.8998,222.91,70.0,20171103
11992,51755,S31G01N41,290524,2,0,7,1,1,0,0,17,23,17,23,5,4,4,6,0,0,0,0,7,40,0,15,16,30,0,0,0,0,3,4,0,1,35,14,38,0.74103,6.52742,980.0,70.0,20171103
11993,51757,S31G01N41,290788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.0,0.0,0.0,70.0,20171103
11994,51744,S31G01N41,290861,8,1,9,1,1,0,0,3,6,4,7,6,4,5,8,1,0,2,2,0,29,38,3,4,6,1,0,1,1,1,4,0,0,10,9,14,0.665399,40.9836,850.394,70.0,20171103
11995,51760,S31G01N42,290234,1,0,1,0,0,1,0,0,0,1,4,0,4,0,0,0,0,3,3,2,24,24,0,0,0,1,0,1,4,1,2,2,1,55,3,3,0.375,16.6667,359.016,73.0,20171103
11996,51761,S31G01N42,290261,7,2,8,0,0,0,0,7,15,7,15,9,2,10,11,0,0,1,1,4,36,47,4,8,8,1,0,0,0,4,1,1,1,55,12,24,0.604839,22.6978,952.605,73.0,20171103
11997,51774,S31G01N42,290380,2,0,3,0,0,1,0,2,6,3,10,1,3,0,0,1,0,2,2,2,23,13,1,5,2,1,0,1,4,1,3,0,0,65,5,7,0.35,15.3846,628.859,73.0,20171103
11998,51775,S31G01N42,290488,3,1,3,0,0,0,0,1,3,2,6,6,4,2,2,1,0,2,2,1,26,50,0,1,0,0,0,1,3,0,1,3,1,65,4,7,0.508721,30.3644,435.28,73.0,20171103
11999,51768,S31G01N42,290784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0,0.0,0.0,73.0,20171103
12000,51782,S31G01N42,291107,4,0,6,0,0,0,0,8,13,8,14,9,4,9,10,0,0,2,2,7,35,13,7,11,14,2,0,0,1,7,3,1,1,65,13,25,0.679348,13.6054,1077.9,73.0,20171103
12001,51784,S31G01N43,290119,6,0,3,0,0,0,0,5,9,7,13,5,3,0,1,0,0,3,3,0,36,42,2,3,4,0,0,2,4,1,0,3,1,06,3,16,0.595238,29.3542,153.678,47.0,20171104
12002,51799,S31G01N43,290417,1,0,1,0,0,0,0,0,3,5,9,1,2,0,0,0,0,2,3,0,26,28,0,2,0,0,0,5,6,2,1,1,1,30,1,15,0.833333,8.33333,71.0327,47.0,20171104
12003,51788,S31G01N43,290483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,47.0,20171104
12004,51790,S31G01N43,290518,1,0,3,0,0,0,0,3,9,3,9,2,3,5,6,0,0,3,4,1,23,35,1,4,2,1,0,0,0,4,0,3,1,06,4,11,0.472509,6.00962,318.869,47.0,20171104
12005,51806,S31G01N43,650023,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,20,43,0,0,0,1,0,0,1,1,1,0,0,30,0,0,0.0,50.0,0.0,47.0,20171104
12006,51809,S31G01N44,290367,1,1,5,1,1,0,0,5,13,5,13,3,0,1,2,0,0,3,4,5,25,49,5,11,10,0,0,0,0,1,0,0,1,16,10,11,0.396254,6.29723,1146.55,74.0,20171104
12007,51822,S31G01N44,290450,1,2,9,0,0,0,0,8,15,8,15,6,4,7,8,0,0,2,2,1,28,5,7,9,14,1,0,0,0,1,4,0,0,70,10,23,0.62095,4.87329,1054.01,74.0,20171104
12008,51827,S31G01N44,290794,9,0,0,0,0,0,0,4,6,6,9,5,5,4,5,0,0,3,4,3,27,55,3,5,6,2,0,2,3,0,4,1,1,70,3,18,0.803571,44.5545,318.09,74.0,20171104
