,player_record_idx,gmKey,pcode,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgt,fgtA,fo,foul,ft,ftA,gd,idf,inout,inout1,offr,playMin,playSec,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,startFlag,tcode,rb,score,trueShooting,astRatio,rebRatio,gmRb,gameDate
12009,51817,S31G01N44,290986,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,0,2,1,1,15,33,0,0,0,0,0,0,0,1,0,1,0,16,1,4,1.13636,0.0,190.354,74.0,20171104
12010,51818,S31G01N44,291058,2,1,5,3,4,2,0,10,19,11,22,3,4,3,5,0,0,2,2,2,25,33,10,19,20,3,0,1,3,3,3,1,0,16,7,26,0.53719,6.84932,810.959,74.0,20171104
12011,51843,S31G01N45,250067,6,0,1,0,0,0,0,0,1,0,1,1,2,2,2,0,0,3,2,0,17,16,0,0,0,3,0,0,0,1,1,1,0,60,1,2,0.531915,67.5676,132.046,57.0,20171104
12012,51833,S31G01N45,290243,0,0,2,0,0,0,0,2,2,2,4,0,1,0,0,0,0,1,0,0,10,0,1,1,2,0,0,0,2,1,0,1,0,50,2,4,0.5,0.0,456.0,57.0,20171104
12013,51845,S31G01N45,290248,0,1,7,1,1,0,0,3,4,3,4,7,1,4,7,0,0,2,2,3,18,49,3,4,6,0,0,0,0,2,0,1,0,60,10,10,0.706215,0.0,1211.69,57.0,20171104
12014,51846,S31G01N45,290287,5,0,2,0,0,0,0,3,5,5,7,3,2,2,2,0,0,2,3,0,24,15,2,2,4,2,0,2,2,1,2,0,1,60,2,14,0.888325,36.0231,188.041,57.0,20171104
12015,51835,S31G01N45,290454,1,0,4,0,0,0,0,3,4,4,6,1,3,0,0,0,0,2,2,0,19,16,3,4,6,0,0,1,2,0,1,2,0,50,4,9,0.75,14.2857,473.356,57.0,20171104
12016,51841,S31G01N45,291053,1,0,5,0,0,0,0,10,15,10,15,3,3,5,6,0,0,1,2,3,32,35,6,8,12,1,0,0,0,2,3,0,1,50,8,25,0.708617,4.84496,559.795,57.0,20171104
12017,51855,S31G01N46,210074,2,0,0,0,0,0,0,1,3,3,6,2,2,2,2,0,0,2,3,0,27,17,1,1,2,1,0,2,3,2,1,1,1,10,0,10,0.726744,18.3824,0.0,78.0,20171105
12018,51870,S31G01N46,290380,7,1,5,0,0,0,0,1,3,3,6,4,2,3,5,1,0,2,3,0,29,7,1,2,2,1,0,2,3,0,1,1,1,65,5,11,0.670732,46.0526,535.776,78.0,20171105
12019,51871,S31G01N46,290488,0,0,1,0,0,0,0,0,0,3,4,2,1,5,5,0,0,3,3,1,20,22,0,0,0,0,0,3,4,1,0,1,0,65,2,14,1.12903,0.0,306.383,78.0,20171105
12020,51864,S31G01N46,290861,7,1,8,1,1,0,0,7,10,8,12,10,4,5,11,0,0,2,2,4,33,2,6,9,12,2,0,1,2,4,2,2,1,10,12,22,0.653207,25.1437,1133.4,78.0,20171105
12021,51878,S31G01N46,291107,2,1,7,0,0,0,0,11,19,11,19,4,3,1,3,0,0,4,5,8,32,47,11,17,22,2,0,0,0,2,0,3,1,65,15,23,0.565945,8.22368,1427.55,78.0,20171105
12022,51892,S31G01N47,290234,0,0,0,0,0,0,0,0,0,1,2,3,1,4,4,0,0,3,3,0,5,49,0,0,0,0,0,1,2,0,0,1,0,55,0,7,0.930851,0.0,0.0,84.0,20171105
12023,51893,S31G01N47,290261,6,1,4,0,0,0,0,4,8,5,10,1,2,0,0,0,0,1,1,2,24,14,3,6,6,1,0,1,2,1,1,1,0,55,6,11,0.55,35.2941,831.912,84.0,20171105
12024,51881,S31G01N47,290375,1,0,2,0,0,0,0,0,3,0,3,0,2,0,0,0,0,3,2,1,12,27,0,1,0,0,0,0,0,0,2,0,0,30,3,0,0.0,25.0,809.639,84.0,20171105
12025,51899,S31G01N47,290784,1,0,2,0,0,0,0,1,1,1,1,1,0,2,2,0,0,1,0,0,3,46,1,1,2,0,0,0,0,0,0,0,0,55,2,4,1.06383,34.7222,1784.07,84.0,20171105
12026,51886,S31G01N47,291055,2,0,3,0,0,0,0,4,8,4,8,6,4,7,10,0,0,2,3,3,27,33,4,7,8,0,0,0,0,4,2,2,1,30,6,15,0.604839,10.8696,731.76,84.0,20171105
12027,51915,S31G01N48,250067,1,0,3,0,0,0,0,0,0,0,1,3,2,3,4,0,0,4,3,0,16,0,0,0,0,1,0,0,1,1,1,1,0,60,3,3,0.543478,21.0084,517.5,69.0,20171105
12028,51903,S31G01N48,290108,4,0,1,0,0,0,0,3,5,3,6,4,3,3,3,0,0,3,4,0,24,29,3,5,6,0,0,0,1,2,1,2,1,35,1,9,0.614754,30.03,112.73,69.0,20171105
12029,51917,S31G01N48,290248,0,0,9,0,0,0,0,5,7,5,7,1,5,0,0,0,0,3,3,2,18,42,5,7,10,0,0,0,0,0,4,1,0,60,11,10,0.714286,0.0,1623.53,69.0,20171105
12030,51921,S31G01N48,290381,2,0,1,0,0,0,0,1,3,3,7,4,2,5,6,1,0,3,3,0,33,7,1,2,2,0,0,2,4,0,1,1,0,60,1,13,0.674274,17.1821,83.3417,69.0,20171105
12031,51909,S31G01N48,290524,1,2,12,0,0,0,0,12,22,12,23,8,1,5,6,0,0,0,1,4,37,49,8,17,16,2,0,0,1,2,0,1,1,35,16,29,0.565523,3.49162,1167.74,69.0,20171105
12032,51927,S31G01N49,290108,3,0,0,0,0,0,0,0,1,1,3,2,2,0,4,0,0,2,3,0,22,25,0,1,0,2,0,1,2,1,1,1,1,35,0,3,0.315126,34.2466,0.0,71.0,20171107
12033,51941,S31G01N49,290243,1,0,0,0,0,0,0,2,2,2,3,1,2,0,1,0,0,4,4,1,9,30,2,2,4,1,0,0,1,0,1,1,0,50,1,4,0.581395,22.5225,298.947,71.0,20171107
12034,51944,S31G01N49,290505,5,0,4,0,0,0,0,4,4,5,5,8,2,9,10,1,0,3,3,1,31,42,3,3,6,1,0,1,1,6,1,1,1,50,5,20,1.06383,24.5098,447.95,71.0,20171107
12035,51934,S31G01N49,290524,2,1,11,1,1,0,0,14,24,14,24,6,3,2,5,0,0,2,2,4,35,17,12,20,24,0,0,0,0,3,3,0,1,35,15,30,0.572519,6.41026,1207.37,71.0,20171107
12036,51947,S31G01N49,290981,1,1,15,0,0,0,0,3,10,3,11,4,4,1,5,0,0,3,3,0,28,58,3,6,6,0,0,0,1,1,2,2,1,50,15,7,0.265152,6.57895,1470.66,71.0,20171107
12037,51952,S31G01N50,290119,5,0,2,0,0,0,0,3,4,8,13,4,2,0,2,0,0,2,3,0,33,0,2,3,4,0,0,5,9,1,0,2,1,06,2,21,0.756484,25.1509,143.03,59.0,20171107
12038,51956,S31G01N50,290518,1,0,2,0,0,0,0,2,7,2,8,1,3,1,2,0,0,2,3,3,32,23,2,5,4,2,0,0,1,3,1,2,1,06,5,5,0.281532,7.76398,364.385,59.0,20171107
12039,51971,S31G01N50,290784,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,54,0,1,0,0,0,0,0,0,0,0,1,55,1,0,0.0,0.0,1242.11,59.0,20171107
12040,51959,S31G01N50,291008,2,0,1,0,0,0,0,1,2,1,3,0,0,0,0,0,0,1,1,0,7,28,1,2,2,0,0,0,1,0,0,0,0,06,1,2,0.333333,40.0,316.071,59.0,20171107
12041,51974,S31G01N50,291084,0,1,2,0,0,0,0,2,4,3,5,0,2,0,0,0,0,3,2,0,10,4,2,3,4,1,0,1,1,1,1,1,0,55,2,7,0.7,0.0,468.874,59.0,20171107
12042,51975,S31G01N51,210074,4,0,2,0,0,0,0,3,5,7,13,0,1,0,0,0,0,3,3,1,32,31,3,3,6,0,0,4,8,1,0,1,1,10,3,18,0.692308,22.2222,265.71,72.0,20171108
12043,51987,S31G01N51,250067,4,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,2,0,18,30,0,1,0,1,0,0,0,1,0,2,0,60,1,0,0.0,66.6667,155.676,72.0,20171108
12044,51989,S31G01N51,290248,1,1,7,0,0,0,0,6,10,6,10,2,4,1,1,0,0,3,3,4,29,58,6,10,12,2,0,0,0,2,3,1,1,60,11,13,0.622605,7.44048,1057.17,72.0,20171108
12045,51996,S31G01N51,290855,3,0,5,0,0,0,0,11,21,11,23,8,2,6,9,0,0,1,0,3,35,24,11,20,22,1,0,0,2,3,0,2,0,60,8,28,0.519288,9.10194,650.847,72.0,20171108
12046,51984,S31G01N51,290861,5,0,7,1,1,0,0,3,11,3,12,2,3,1,2,0,0,3,3,3,20,47,3,11,6,0,0,0,1,2,3,0,0,10,10,7,0.271739,25.1509,1385.73,72.0,20171108
12047,52002,S31G01N52,290380,8,0,3,0,0,0,0,4,6,6,10,5,3,5,6,0,0,2,2,0,30,47,3,5,6,4,0,2,4,1,1,2,1,65,3,19,0.751582,36.9686,276.773,71.0,20171108
12048,52014,S31G01N52,290450,2,3,10,0,0,0,0,11,23,11,23,11,2,8,10,1,0,0,0,2,40,0,9,14,18,1,0,0,0,4,1,1,1,70,12,30,0.547445,5.98802,852.0,71.0,20171108
12049,52003,S31G01N52,290488,1,0,5,0,0,0,0,0,2,2,5,2,3,2,2,1,0,2,2,0,26,56,0,2,0,0,0,2,3,1,1,2,1,65,5,8,0.680272,12.6904,527.228,71.0,20171108
12050,52019,S31G01N52,290794,12,0,2,0,0,0,0,0,0,2,3,0,5,0,0,0,0,2,3,0,28,2,0,0,0,1,0,2,3,6,3,2,1,70,2,6,1.0,57.1429,202.616,71.0,20171108
12051,52010,S31G01N52,291107,4,0,13,1,1,0,0,9,17,10,20,6,1,3,6,0,0,2,2,4,35,18,9,15,18,1,0,1,3,7,1,0,1,65,17,24,0.530035,11.8906,1367.71,71.0,20171108
12052,52026,S31G01N53,290367,1,0,7,3,3,0,0,6,11,6,11,3,3,1,2,0,0,3,3,4,31,3,6,11,12,3,0,0,0,1,2,1,1,16,11,13,0.547138,7.20461,1034.46,73.0,20171109
12053,52033,S31G01N53,290986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,17,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0.0,0.0,0.0,73.0,20171109
12054,52042,S31G01N53,291055,3,0,7,2,2,0,0,11,20,11,21,6,0,3,5,0,0,4,4,5,37,5,11,20,22,0,0,0,1,3,0,0,1,30,12,25,0.538793,10.274,944.899,73.0,20171109
12055,52034,S31G01N53,291058,4,0,2,0,0,0,0,3,6,6,10,6,1,8,10,0,0,3,3,0,29,11,3,5,6,1,0,3,4,6,1,0,0,16,2,23,0.798611,16.3934,200.114,73.0,20171109
12056,52044,S31G01N53,291072,1,0,1,0,0,0,0,2,2,3,3,2,0,0,0,0,0,4,4,1,17,58,2,2,4,1,0,1,1,0,0,0,0,30,2,7,1.16667,25.0,325.046,73.0,20171109
12057,52045,S31G01N53,650014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0.0,0.0,73.0,20171109
12058,52059,S31G01N54,235070,5,0,2,0,0,0,0,0,2,2,7,0,4,0,0,0,0,3,2,0,25,6,0,1,0,0,0,2,5,1,2,2,0,35,2,6,0.428571,38.4615,197.61,62.0,20171109
12059,52050,S31G01N54,290219,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,5,30,0,0,0,0,0,0,0,0,0,0,0,06,1,1,0.568182,53.1915,450.909,62.0,20171109
12060,52052,S31G01N54,290518,1,0,3,0,0,0,0,5,9,5,9,3,4,4,4,0,0,3,3,1,28,42,3,4,6,4,0,0,0,2,2,2,1,06,4,14,0.650558,7.26744,345.645,62.0,20171109
12061,52066,S31G01N54,290524,4,2,10,1,1,0,0,10,17,10,17,6,3,3,4,0,0,1,1,7,38,13,10,16,20,0,0,0,0,2,2,1,1,35,17,23,0.613006,16.1551,1103.18,62.0,20171109
12062,52057,S31G01N54,291085,6,0,3,0,0,0,0,3,5,3,6,5,3,3,4,0,0,2,1,0,27,51,2,4,4,2,0,0,1,3,1,2,0,06,3,9,0.579897,35.7995,267.145,62.0,20171109
12063,52073,S31G01N55,290243,1,0,2,0,0,0,0,0,1,2,3,0,1,0,0,0,0,2,1,0,11,31,0,0,0,0,0,2,2,1,0,1,0,50,2,6,1.0,20.0,437.627,63.0,20171110
12064,52075,S31G01N55,290505,3,0,1,0,0,0,0,2,3,3,8,2,1,1,1,0,0,1,2,0,25,25,1,2,2,0,0,1,5,1,0,1,1,50,1,8,0.473934,24.1158,99.1475,63.0,20171110
12065,52090,S31G01N55,290783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,57,0,0,0,0,0,0,0,0,1,0,0,55,1,0,0.0,0.0,854.237,63.0,20171110
12066,52079,S31G01N55,290981,4,0,8,2,2,0,0,8,20,8,22,4,2,1,4,0,0,0,0,7,40,0,8,17,16,0,0,0,2,5,2,0,1,50,15,17,0.357744,12.21,945.0,63.0,20171110
12067,52094,S31G01N55,291084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0,0.0,0.0,63.0,20171110
12068,52095,S31G01N56,250067,10,0,3,0,0,0,0,0,1,1,4,0,1,0,0,0,0,2,1,1,22,29,0,1,0,1,0,1,3,4,0,1,0,60,4,3,0.375,55.5556,569.311,80.0,20171110
12069,52097,S31G01N56,290248,1,0,4,1,2,0,0,3,5,3,5,4,0,3,4,0,0,2,3,5,18,49,3,5,6,0,0,0,0,3,0,0,1,60,9,9,0.66568,9.29368,1530.56,80.0,20171110
12070,52109,S31G01N56,290450,4,1,5,0,0,0,0,5,15,5,15,3,4,2,3,0,0,2,3,5,26,28,5,8,10,2,0,0,0,1,2,2,1,70,10,12,0.367647,18.7617,1209.07,80.0,20171110
12071,52114,S31G01N56,290794,4,0,2,0,0,0,0,1,2,1,3,3,1,0,0,1,0,4,3,0,21,56,1,1,2,3,0,0,1,1,1,0,0,70,2,2,0.333333,50.0,291.793,80.0,20171110
12072,52104,S31G01N56,290855,6,0,9,0,0,0,0,8,13,9,17,2,1,1,1,0,0,1,2,0,30,21,7,8,14,1,0,1,4,3,0,1,1,60,9,20,0.573394,22.6929,948.929,80.0,20171110
12073,52119,S31G01N57,210074,4,0,0,0,0,0,0,2,4,4,11,1,1,1,2,0,0,2,2,0,32,19,1,3,2,1,0,2,7,1,1,0,1,10,0,11,0.462963,23.6967,0.0,60.0,20171111
12074,52131,S31G01N57,235070,4,1,2,0,0,0,0,1,3,2,7,2,2,0,0,0,0,3,2,1,30,55,1,2,2,1,0,1,4,3,2,0,0,35,3,5,0.357143,28.5714,232.884,60.0,20171111
12075,52138,S31G01N57,290524,3,0,18,1,1,0,0,17,22,17,22,2,4,1,1,0,0,1,1,6,38,49,15,19,30,0,0,0,0,4,3,1,1,35,24,35,0.779857,10.1902,1483.9,60.0,20171111
12076,52128,S31G01N57,290861,0,0,0,0,0,0,0,1,4,1,4,2,3,1,2,0,0,2,2,1,15,24,1,4,2,1,0,0,0,1,2,1,0,10,1,3,0.307377,0.0,155.844,60.0,20171111
12077,52156,S31G01N58,290218,3,0,4,0,0,0,0,1,1,1,1,2,1,0,2,0,0,2,1,0,14,55,1,1,2,0,0,0,0,0,0,1,0,16,4,2,0.531915,61.4754,804.469,75.0,20171111
12078,52146,S31G01N58,290219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,28,0,0,0,0,0,0,0,0,0,0,0,06,1,0,0.0,0.0,548.781,75.0,20171111
12079,52157,S31G01N58,290367,1,0,5,1,1,0,0,6,9,6,9,4,3,4,6,0,0,1,2,5,25,48,6,9,12,0,0,0,0,1,2,1,1,16,10,16,0.687285,7.33138,1162.79,75.0,20171111
12080,52150,S31G01N58,290774,1,0,3,1,1,0,0,8,18,8,19,3,1,3,6,0,0,3,2,5,31,47,7,16,14,2,0,0,1,1,1,0,0,06,8,19,0.439002,4.23012,755.113,75.0,20171111
12081,52153,S31G01N58,291085,3,1,1,0,0,0,0,3,6,3,9,3,1,1,1,0,0,1,1,2,33,58,2,3,4,0,0,0,3,1,1,0,1,06,3,7,0.370763,22.3214,264.966,75.0,20171111
12082,52182,S31G01N59,290380,5,0,4,0,0,0,0,4,6,5,7,1,1,0,0,0,0,1,1,0,33,5,4,5,8,2,0,1,1,0,0,1,1,65,4,11,0.785714,41.6667,314.358,65.0,20171111
12083,52183,S31G01N59,290488,1,0,2,0,0,0,0,1,3,2,6,0,5,0,0,0,0,3,3,0,18,59,1,2,2,3,0,1,3,2,1,4,0,65,2,5,0.416667,11.1111,273.924,65.0,20171111
12084,52174,S31G01N59,291055,4,0,3,1,1,0,0,8,14,8,14,6,3,8,8,0,0,1,2,4,32,55,8,14,16,2,0,0,0,3,1,2,1,30,7,24,0.684932,16.3132,552.911,65.0,20171111
12085,52176,S31G01N59,291072,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,2,0,8,20,0,2,0,0,0,0,0,1,0,0,0,30,1,0,0.0,0.0,312.0,65.0,20171111
12086,52190,S31G01N59,291107,2,4,10,0,1,0,0,7,14,7,14,2,1,3,4,0,0,2,2,1,37,34,6,12,12,5,0,0,0,2,1,0,1,65,11,17,0.53934,10.1215,761.313,65.0,20171111
12087,52177,S31G01N59,650014,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,1,12,53,1,1,2,0,0,0,0,1,0,0,0,30,3,2,1.0,33.3333,605.433,65.0,20171111
12088,52191,S31G01N60,210074,8,0,4,0,0,0,0,1,7,6,16,2,2,5,5,0,0,1,1,0,44,4,1,4,2,1,0,5,9,3,2,0,1,10,4,22,0.604396,27.3973,326.778,90.0,20171112
12089,52205,S31G01N60,290261,10,0,9,2,2,0,0,19,28,19,28,6,2,5,6,0,0,1,1,6,47,6,18,27,36,1,0,0,0,3,1,1,1,55,15,43,0.701697,22.9148,1146.5,90.0,20171112
12090,52207,S31G01N60,290351,2,0,1,0,0,0,0,1,4,1,9,1,1,0,0,1,0,2,2,0,27,6,0,2,0,0,0,0,5,0,0,1,1,55,1,2,0.111111,18.1818,132.841,90.0,20171112
12091,52211,S31G01N60,290784,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,24,0,0,0,0,0,0,0,1,1,0,1,55,0,0,0.0,66.6667,0.0,90.0,20171112
12092,52200,S31G01N60,290861,7,0,7,3,3,0,0,9,16,9,17,7,2,7,10,1,0,1,0,7,42,54,9,16,18,0,0,0,1,3,2,0,0,10,14,25,0.584112,22.293,1174.83,90.0,20171112
12093,52215,S31G01N61,220194,2,0,2,0,0,0,0,0,1,4,9,3,1,2,2,0,0,2,2,2,33,57,0,1,0,2,0,4,8,2,0,1,1,50,4,14,0.708502,14.4092,329.897,70.0,20171112
12094,52230,S31G01N61,290450,2,2,10,0,0,0,0,10,15,10,15,5,1,1,2,0,0,2,2,3,38,48,4,8,8,2,0,0,0,1,1,0,1,70,13,21,0.661209,10.5932,938.144,70.0,20171112
12095,52235,S31G01N61,290794,2,0,2,0,0,0,0,0,1,2,3,3,1,2,2,0,0,5,4,1,20,47,0,1,0,0,0,2,2,3,0,1,0,70,3,8,1.03093,22.5225,404.17,70.0,20171112
12096,52222,S31G01N61,290901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0.0,0.0,70.0,20171112
12097,52223,S31G01N61,290981,2,0,7,2,3,0,0,11,26,11,27,4,3,3,4,0,0,2,3,4,33,12,10,21,20,0,0,0,1,2,2,1,1,50,11,25,0.434631,6.10501,927.711,70.0,20171112
12098,52239,S31G01N62,250067,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,1,1,7,15,0,0,0,1,0,0,0,0,0,0,0,60,1,1,0.568182,0.0,342.069,62.0,20171112
12099,52241,S31G01N62,290248,2,0,8,0,0,0,0,4,6,4,6,6,0,1,3,0,0,2,3,5,27,25,4,6,8,0,0,0,0,1,0,0,1,60,13,9,0.614754,19.3798,1175.93,62.0,20171112
12100,52243,S31G01N62,290371,4,1,5,1,1,0,0,9,14,9,17,6,2,5,6,0,0,2,2,4,38,32,8,12,16,0,0,0,3,3,2,0,1,60,9,23,0.58554,15.015,579.239,62.0,20171112
12101,52254,S31G01N62,290380,3,0,2,0,0,0,0,1,4,2,7,2,0,4,4,0,0,2,1,2,24,4,1,2,2,2,0,1,3,0,0,0,0,65,4,9,0.513699,25.5102,412.188,62.0,20171112
12102,52255,S31G01N62,290488,2,0,0,0,0,0,0,0,0,5,5,1,2,0,0,0,0,2,2,0,29,14,0,0,0,4,0,5,5,3,1,1,1,65,0,15,1.5,20.0,0.0,62.0,20171112
12103,52262,S31G01N62,291107,3,2,7,0,0,0,0,4,10,4,13,3,5,3,5,0,0,3,3,0,29,44,4,7,8,3,0,0,3,4,4,1,0,65,7,11,0.361842,13.5135,583.857,62.0,20171112
12104,52278,S31G01N63,290547,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,59,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0.0,100.0,454.596,68.0,20171114
12105,52279,S31G01N63,290549,1,1,2,0,0,0,0,3,4,5,8,0,1,0,0,0,0,3,3,2,36,25,2,2,4,0,0,2,4,1,0,1,1,70,4,12,0.75,10.0,298.764,68.0,20171114
12106,52282,S31G01N63,290794,5,0,2,0,0,0,0,1,3,1,6,7,4,1,2,3,0,4,3,0,24,47,1,3,2,0,0,0,3,2,1,3,0,70,2,3,0.218023,36.0231,219.502,68.0,20171114
12107,52270,S31G01N63,291055,6,0,10,2,2,0,0,12,15,12,15,4,4,4,4,0,0,2,3,1,34,45,12,15,24,0,0,0,0,1,3,1,1,30,11,28,0.835322,25.2525,861.007,68.0,20171114
12108,52273,S31G01N63,650014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,48,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0.0,100.0,348.718,68.0,20171114
12109,52299,S31G01N64,250067,3,0,2,0,0,0,0,0,1,0,3,1,3,0,0,0,0,2,2,1,16,58,0,1,0,1,0,0,2,1,1,2,0,60,3,0,0.0,42.8571,537.525,76.0,20171114
12110,52288,S31G01N64,290218,1,2,2,0,0,0,0,1,3,2,5,0,2,0,0,0,0,3,2,0,19,36,1,3,2,1,0,1,2,1,1,1,0,16,2,5,0.5,14.2857,310.204,76.0,20171114
12111,52301,S31G01N64,290248,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,0,1,2,4,15,56,1,4,2,0,0,0,0,2,0,0,1,60,4,2,0.25,0.0,763.18,76.0,20171114
12112,52304,S31G01N64,290372,0,0,1,0,0,1,0,0,0,4,9,1,4,0,0,1,0,2,2,0,27,48,0,0,0,1,0,4,9,0,1,3,1,60,1,12,0.666667,0.0,109.353,76.0,20171114
12113,52292,S31G01N64,290479,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,1,11,6,1,1,2,0,0,0,0,0,0,0,0,16,1,2,1.0,50.0,273.874,76.0,20171114
12114,52326,S31G01N65,290292,1,0,0,0,0,0,0,0,1,1,3,0,5,0,0,0,0,3,4,0,17,2,0,1,0,2,0,1,2,1,1,4,1,65,0,3,0.5,20.0,0.0,70.0,20171115
12115,52314,S31G01N65,290454,7,0,1,0,0,0,0,3,7,8,17,3,5,0,0,0,0,3,3,1,28,20,3,6,6,2,0,5,10,2,2,3,0,50,2,21,0.617647,26.9231,197.647,70.0,20171115
12116,52327,S31G01N65,290488,6,0,2,0,0,0,0,5,5,5,9,1,2,0,0,0,0,3,3,0,33,22,4,4,8,0,0,0,4,1,1,1,1,65,2,10,0.555556,37.5,167.832,70.0,20171115
12117,52319,S31G01N65,290981,1,4,9,0,0,0,0,10,21,10,22,3,4,1,1,0,0,1,1,7,39,44,8,16,16,0,0,0,1,0,3,1,1,50,16,21,0.467914,4.26621,1127.52,70.0,20171115
12118,52334,S31G01N65,291107,2,1,8,0,0,0,0,11,18,11,19,6,2,2,7,0,0,2,2,5,36,56,11,17,22,2,0,0,1,3,1,1,1,65,13,24,0.543478,7.38552,985.56,70.0,20171115
12119,52349,S31G01N66,290100,6,0,1,0,0,0,0,1,4,5,13,3,2,2,2,0,0,1,1,1,37,47,0,2,0,2,0,4,9,1,2,0,1,10,2,16,0.576369,28.7356,122.805,58.0,20171115
12120,52338,S31G01N66,290219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,58.0,20171115
12121,52339,S31G01N66,290483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21,0,0,0,0,0,0,0,1,0,0,0,06,0,0,0.0,50.0,0.0,58.0,20171115
12122,52354,S31G01N66,290528,1,0,0,0,0,0,0,2,4,2,5,3,1,1,1,1,0,3,2,0,11,57,1,3,2,0,0,0,1,0,1,0,0,10,0,5,0.459559,15.528,0.0,58.0,20171115
12123,52343,S31G01N66,290774,3,2,7,0,0,0,0,12,15,12,17,3,3,3,5,0,0,1,2,5,34,39,11,13,22,0,0,0,2,5,1,2,1,06,12,27,0.703125,11.0294,803.463,58.0,20171115
12124,52356,S31G01N66,290861,0,1,7,3,3,0,0,10,13,10,14,5,2,3,8,0,0,1,1,2,30,53,10,13,20,4,0,0,1,4,2,0,0,10,9,23,0.656393,0.0,676.093,58.0,20171115
12125,52371,S31G01N67,250067,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,9,32,0,0,0,1,0,0,0,0,0,1,0,60,2,0,0.0,100.0,629.371,75.0,20171116
12126,52373,S31G01N67,290248,2,1,6,0,0,0,0,6,8,6,8,6,2,1,4,0,0,3,4,4,33,12,6,8,12,0,0,0,0,1,1,1,1,60,10,13,0.665984,15.674,903.614,75.0,20171116
12127,52361,S31G01N67,290261,12,0,5,0,0,0,0,10,18,10,20,4,1,0,0,0,0,1,1,1,37,33,5,9,10,0,0,0,2,2,1,0,1,55,6,20,0.5,35.2941,479.361,75.0,20171116
12128,52376,S31G01N67,290372,2,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0,3,3,1,29,5,0,0,0,3,0,0,4,0,0,3,1,60,2,0,0.0,33.3333,206.304,75.0,20171116
12129,52368,S31G01N67,290784,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,48,0,0,0,0,0,0,0,1,0,2,1,55,1,0,0.0,0.0,625.0,75.0,20171116
12130,52395,S31G01N68,235070,7,0,5,0,0,0,0,1,1,4,5,1,0,0,0,0,0,3,2,0,23,51,0,0,0,0,0,3,4,3,0,0,0,35,5,11,1.1,46.6667,469.602,56.0,20171116
12131,52401,S31G01N68,290524,2,0,11,0,0,1,0,10,19,10,20,6,3,7,8,0,0,1,1,6,38,31,10,19,20,1,1,0,1,2,3,0,1,35,17,27,0.57398,7.26744,988.663,56.0,20171116
12132,52389,S31G01N68,290997,5,0,3,0,0,0,0,1,2,2,5,1,4,0,0,0,0,2,3,1,32,43,1,2,2,4,0,1,3,3,2,2,1,30,4,5,0.5,38.4615,273.867,56.0,20171116
12133,52391,S31G01N68,291055,2,2,5,2,2,0,0,16,23,16,23,3,3,4,5,0,0,1,1,3,36,58,15,22,30,0,0,0,0,4,2,1,1,30,8,36,0.714286,6.41026,484.761,56.0,20171116
12134,52409,S31G01N69,290100,4,1,5,0,0,0,0,4,5,4,7,4,4,2,3,0,0,3,3,5,33,7,4,5,8,0,0,0,2,3,1,3,1,10,10,10,0.600962,26.1097,845.496,70.0,20171117
